first_name,last_name,NPI,school_name,graduation_year,degree
Laney,McCahey,8828276126,Fachhochschule Dortmund,bscapelhornp5@php.net,M.D.
Raynell,Morin,9106007465,University of Amsterdam,mbickp6@squidoo.com,M.D.
Doretta,Twiddle,1758761954,Yaroslavl State Technical University,ejossep7@wix.com,M.D.
Devlen,Ordidge,8050037738,New York Institute of Technology,gmcilhonep8@bloomberg.com,M.D.
Morgan,Dearlove,1082842753,Lviv National University Ivan Franko,ddelayglesiap9@ustream.tv,M.D.
Shaine,Tabord,2725197791,Galway Mayo Institute of Technology,mbattmanpa@pcworld.com,M.D.
Nerissa,Pedrollo,1482536870,Indian Statistical Institute,cblacklockpb@techcrunch.com,M.D.
Flss,Zavattero,4032143811,Military academy of Lithuania,lcrunkhornpc@ebay.co.uk,M.D.
Spenser,Jenkerson,1924542218,Castleton State College,jdominopd@taobao.com,M.D.
Dorette,Filippone,8726245728,Ecole Nationale d'Ingénieurs de Saint-Etienne,lrevillpe@github.io,M.D.
Torrie,Kas,2983937348,Sang Ji University,tzielinskipf@indiatimes.com,M.D.
Valera,Priscott,4749261777,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,jspybeypg@cnet.com,M.D.
Alberto,Arnely,4374094385,Tyumen State University,lwallengerph@sciencedirect.com,M.D.
Genia,Tabary,2439798762,University of St. Francis,sblancpi@qq.com,M.D.
Lonnard,Seamer,0351710353,Regent University,awicklinpj@rambler.ru,M.D.
Stafford,Hatzar,3649717956,Amman Arab University for Higher Studies,hbrestonpk@topsy.com,M.D.
Arlee,Dugget,0881811386,University of Wales,mbindingpl@cargocollective.com,M.D.
Gill,Landre,3745638867,Osaka Prefectural University,wkeverenpm@statcounter.com,M.D.
Gay,Dominetti,3840583284,Universidad del Istmo,atotterdillpn@sitemeter.com,M.D.
Terrel,Glaum,2442162539,Future University,bgellierpo@economist.com,M.D.
Dorey,Gogay,8716942612,University of Munawwar-ul-Islam,jtipladypp@cisco.com,M.D.
Rosco,Perkins,6205331853,Universidad Tecnológica América,bjurypq@sun.com,M.D.
Lynnet,Swinerd,3101581397,Mondragon Univertsitatea,kmclucaspr@lycos.com,M.D.
Filmore,Alexsandrowicz,4975961342,University of Crete,pgerokps@stumbleupon.com,M.D.
Jackie,Cobbin,5068277177,Samara State University,abrambillpt@bloglovin.com,M.D.
Paulo,Prestland,9032904183,Universidad Valle del Momboy,amacneilleypu@g.co,M.D.
Burr,Balam,4781276229,Armstrong University,fflaxonpv@scribd.com,M.D.
Jemima,Cayton,2287494685,Tabor College,acrosipw@jimdo.com,M.D.
Bartolomeo,Bockett,5709621072,Universitas Katolik Widya Karya,alennardepx@yale.edu,M.D.
Yardley,Ownsworth,5458603362,University of Burdwan,zwarltonpy@bloglines.com,M.D.
Suzanne,Scrivenor,3142067604,San Juan Bautista School of Medicine,kannicepz@ameblo.jp,M.D.
Sileas,Storks,6808451869,Instituto Universitario de La Paz,sgeorgelq0@moonfruit.com,M.D.
Norbert,Beyn,7868420863,Atlanta Christian College,rhoulthamq1@godaddy.com,M.D.
Geraldine,Glynne,6878518210,"Islamic Azad University, Arak",hubanksq2@census.gov,M.D.
Shane,Fothergill,5215506973,The New College,cmcmylerq3@google.es,M.D.
Haroun,Fligg,5909220837,Universidad de Quintana Roo,bthomtsonq4@xrea.com,M.D.
Selena,Chalfant,2291737252,Universitas Nusa Cendana,dhowsleyq5@yellowbook.com,M.D.
Hurleigh,Lucock,7620893571,University of Pannonia,lbrockhouseq6@jigsy.com,M.D.
Myrlene,Gurery,2313047911,Universidad Panamericana,smccluinq7@opensource.org,M.D.
Jedediah,Rathke,6878406951,Technological University (Hpaan),astringerq8@over-blog.com,M.D.
Jobey,Lage,1535680156,Universidad de Playa Ancha de Ciencias de la Educacion,equantrellq9@plala.or.jp,M.D.
Darcey,Bugg,3809560022,Kuban State University of Technology,tkighlyqa@sfgate.com,M.D.
Giulietta,Barker,2615817787,Phillips University,hreddingqb@reverbnation.com,M.D.
Donnie,Killimister,1968499628,Islamic University of Gaza,agwytherqc@sphinn.com,M.D.
Sheila,Dudley,3565761938,Universität Flensburg,fpilchqd@mail.ru,M.D.
Panchito,McGarva,8496499359,Universidad Técnica de Babahoyo,dhelversenqe@omniture.com,M.D.
Wilt,Reisen,1560368330,Hiroshima City University,cnicollsqf@studiopress.com,M.D.
Muffin,Borgesio,9039984212,University of Maryland Eastern Shore,mchesworthqg@disqus.com,M.D.
Rosemaria,Logesdale,5772835807,Universidad Abierta Para Adultos,sblaszczakqh@ca.gov,M.D.
Wiley,Jencey,4547095469,Brigham Young University,bdilliwayqi@europa.eu,M.D.
Becca,Ambroix,8212350312,Karlshochschule International University,cwingattqj@bloglovin.com,M.D.
Fonsie,Swain,9916276722,"Universidad de Puerto Rico, Bayamon",cshirleyqk@techcrunch.com,M.D.
Bonnee,Pepler,7576240857,Universidad San Pablo,afugereql@issuu.com,M.D.
Bone,Perigo,8298837126,Lupane State University,jgummoeqm@tamu.edu,M.D.
Mark,Barus,6678092945,University of Cincinnati,vslotqn@lulu.com,M.D.
Jewell,Sutlieff,8859292697,Southwestern University School of Law,hsiredqo@flickr.com,M.D.
Mira,Drews,4083154756,Mercyhurst College,sconklinqp@reuters.com,M.D.
Page,Jentgens,1160768218,Instituto Piaget,shallewellqq@irs.gov,M.D.
Ardenia,Kleimt,1016639112,Universidad Nacional Hermilio Valdizan,rpellingtonqr@rambler.ru,M.D.
Kippie,Auger,6923485118,University of Nairobi,daverallqs@slate.com,M.D.
Mack,Popeley,4151147268,Feati University,achaddqt@angelfire.com,M.D.
Tobiah,Slora,1224777417,Universidade do Porto,sjeppersonqu@shutterfly.com,M.D.
Lilith,Blackney,5691009958,Kuching Polytechnic,ebelfqv@google.it,M.D.
Theodosia,Janoschek,1900519798,West Coast University (WCU),ginkinqw@blogs.com,M.D.
Gayla,Coggles,6390484968,Central South University,galdcornqx@parallels.com,M.D.
Britta,Matous,3408675813,Universidad Nacional Abierta,jmclavertyqy@mozilla.org,M.D.
Kiri,Tout,0605985987,Westfield State College,straskeqz@microsoft.com,M.D.
Egon,Griffitts,1944404163,Americanos College,gvearer0@live.com,M.D.
Walker,Jouhan,3292848067,Auburn University,ochaneyr1@archive.org,M.D.
Shirline,Cubuzzi,3018306953,Freie Universität Berlin,amaestrinir2@abc.net.au,M.D.
Violet,Alecock,7086233765,Kunitachi College of Music,bmacgorleyr3@eepurl.com,M.D.
Merralee,Coryndon,8711885939,Universitas Jenderal Achmad Yani,zmcmenemyr4@over-blog.com,M.D.
Andrey,Nettles,6411633177,University of Maastricht,ebutchardr5@ehow.com,M.D.
Candis,Scahill,5683334640,University of Qatar,kcamper6@weebly.com,M.D.
Bridgette,Lusted,8858097866,Universidad Nacional Agraria La Selva,crossbrooker7@cbc.ca,M.D.
Bobby,Turmall,9530992297,Albert-Ludwigs-Universität Freiburg,dmaclainer8@is.gd,M.D.
Bondy,Howes,4701556009,"Birkbeck College, University of London",africker9@wunderground.com,M.D.
Willabella,Poller,0317242318,Asia Europe University,zclintonra@usgs.gov,M.D.
Rosabella,Sedgeworth,8577249271,Russian-Armenian (Slavonic) State University,dohenecanrb@ox.ac.uk,M.D.
Vikki,Choke,9166466598,Mother Teresa Women's University,npicknettrc@cnbc.com,M.D.
Jewel,Trayling,9158908625,Ecole Centrale de Lyon,rmccarverrd@mysql.com,M.D.
Doria,Goldin,9584980424,Capitol College,jmunginre@usda.gov,M.D.
Leif,Tilzey,9187876582,Southwestern Christian University,ypeyntuerf@slashdot.org,M.D.
Linea,Darke,8287921767,Universitas Jayabaya,jodeveyrg@seattletimes.com,M.D.
Jdavie,Jenking,7332735520,Lampang College of Commerce and Technology,bmaypesrh@ed.gov,M.D.
Kare,Insall,7875570840,Daemen College,fchampkinsri@google.com.hk,M.D.
Derril,Shortell,3929651106,Fachhochschule Lausitz,pspavenrj@bigcartel.com,M.D.
Wilbur,Renfree,4786694355,Institute of Transpersonal Psychology,erandalstonrk@go.com,M.D.
Alicea,Hovee,8885204430,Lipscomb University,msmeathrl@aboutads.info,M.D.
Gabriela,Killiner,7954677850,Irkutsk State Technical University,jcastellettorm@ezinearticles.com,M.D.
Catriona,Riatt,1490008179,Central Police University,khousbiern@globo.com,M.D.
Marin,Hembling,2503707335,Mu' tah University,ctokleyro@cdc.gov,M.D.
Isabeau,Yes,2283709229,Technical University in Kosice,aspennockrp@pbs.org,M.D.
Leandra,Rubes,5900482332,Hood College,ndymottrq@t.co,M.D.
Nappy,Bortoloni,8097795310,Open University of Sudan (OUS),kholdrenrr@springer.com,M.D.
