Conference_name,Speaker,Attendee_list,conference_date,conference_llocation
Grinnell College,"[{""first_name"":""Julieta"",""last_name"":""Leere"",""NPI"":""6736083516""}]","[{""first_name"":""Eric"",""last_name"":""Whyler"",""NPI"":""7330842532""},{""first_name"":""Lorin"",""last_name"":""Greeson"",""NPI"":""6273581444""},{""first_name"":""Dov"",""last_name"":""Dissman"",""NPI"":""3542962775""},{""first_name"":""Cayla"",""last_name"":""Hesse"",""NPI"":""2154956785""},{""first_name"":""Burr"",""last_name"":""Balam"",""NPI"":""4781276229""}]",5/11/2019,Qingping
Lithunian Veterinary Academy,"[{""first_name"":""Davidson"",""last_name"":""Dumbleton"",""NPI"":""2983494160""}]","[{""first_name"":""Liesa"",""last_name"":""Hasnip"",""NPI"":""4736470607""},{""first_name"":""Wanids"",""last_name"":""Marages"",""NPI"":""8405021116""},{""first_name"":""Kyle"",""last_name"":""Desbrow"",""NPI"":3500222013},{""first_name"":""Ardenia"",""last_name"":""Kleimt"",""NPI"":""1016639112""}]",9/14/2019,Vitória da Conquista
University of Trnava,"[{""first_name"":""Esdras"",""last_name"":""Grimmolby"",""NPI"":""3088034197""}]","[{""first_name"":""Juli"",""last_name"":""Swyer-Sexey"",""NPI"":""9817604209""},{""first_name"":""Beltran"",""last_name"":""Kasbye"",""NPI"":""7162880134""},{""first_name"":""Bram"",""last_name"":""Degli Abbati"",""NPI"":""8515315831""},{""first_name"":""Gwenore"",""last_name"":""Sheen"",""NPI"":""1837881685""},{""first_name"":""Adriaens"",""last_name"":""Collings"",""NPI"":""8612763495""}]",11/22/2018,Chisec
Baker College of Port Huron,"[{""first_name"":""Evita"",""last_name"":""Gritsunov"",""NPI"":""4037920190""}]","[{""first_name"":""Maddy"",""last_name"":""Shearmur"",""NPI"":""5268831550""},{""first_name"":""Darcey"",""last_name"":""Bugg"",""NPI"":""3809560022""},{""first_name"":""Morley"",""last_name"":""Zimmer"",""NPI"":""3528589825""},{""first_name"":""Germana"",""last_name"":""Calway"",""NPI"":""8050700925""},{""first_name"":""Nora"",""last_name"":""Sweedy"",""NPI"":""9882809901""}]",12/15/2018,Zhanjiang
Jiangxi University of Traditional Chinese Medicine,"[{""first_name"":""Ellette"",""last_name"":""Pass"",""NPI"":""2693293162""}]","[{""first_name"":""Katerina"",""last_name"":""Jansema"",""NPI"":""0425479188""},{""first_name"":""Davine"",""last_name"":""Varvell"",""NPI"":""0133088901""},{""first_name"":""Vivianne"",""last_name"":""Innman"",""NPI"":""1709404426""},{""first_name"":""Charmane"",""last_name"":""Fowler"",""NPI"":""1155276051""}]",12/29/2018,Urung
Universidad Autónoma de Nuevo León,"[{""first_name"":""Adham"",""last_name"":""Broome"",""NPI"":""5206690554""}]","[{""first_name"":""Caron"",""last_name"":""Offield"",""NPI"":""5156132464""},{""first_name"":""Cyrus"",""last_name"":""Hasard"",""NPI"":""5597346776""},{""first_name"":""Lina"",""last_name"":""Trenoweth"",""NPI"":""4037130068""}]",7/8/2019,Gabú
The College of Santa Fe,"[{""first_name"":""Moore"",""last_name"":""Marron"",""NPI"":""0483466867""}]","[{""first_name"":""Kare"",""last_name"":""Insall"",""NPI"":""7875570840""},{""first_name"":""Robenia"",""last_name"":""Gilhooly"",""NPI"":""5935594722""},{""first_name"":""Land"",""last_name"":""Yeaman"",""NPI"":""8249014723""},{""first_name"":""Sly"",""last_name"":""Hurlston"",""NPI"":""0361884230""}]",6/21/2019,Geldrop
Tbilisi State University,"[{""first_name"":""Jasun"",""last_name"":""Chalke"",""NPI"":""8333417124""}]","[{""first_name"":""Patsy"",""last_name"":""Peaden"",""NPI"":""6278548615""},{""first_name"":""Sibella"",""last_name"":""Mullen"",""NPI"":""2583540181""},{""first_name"":""Leandra"",""last_name"":""Rubes"",""NPI"":""5900482332""},{""first_name"":""Lauree"",""last_name"":""Saffer"",""NPI"":1283066823},{""first_name"":""Jdavie"",""last_name"":""Jenking"",""NPI"":""7332735520""}]",9/25/2019,Bogi
Zhetysu State University ,"[{""first_name"":""Justen"",""last_name"":""Crossdale"",""NPI"":""1335498311""}]","[{""first_name"":""Davidson"",""last_name"":""Dumbleton"",""NPI"":""2983494160""},{""first_name"":""Adham"",""last_name"":""Broome"",""NPI"":""5206690554""},{""first_name"":""Evonne"",""last_name"":""Beals"",""NPI"":""5929901651""},{""first_name"":""Chrissie"",""last_name"":""Higford"",""NPI"":""4070783660""},{""first_name"":""Fonsie"",""last_name"":""Swain"",""NPI"":""9916276722""}]",4/12/2019,Atães
Mandalay Technological University,"[{""first_name"":""Ernestus"",""last_name"":""Grelka"",""NPI"":""6734301958""}]","[{""first_name"":""Jocko"",""last_name"":""Burnhard"",""NPI"":""6123749420""},{""first_name"":""Marjy"",""last_name"":""Collishaw"",""NPI"":""6456905095""},{""first_name"":""Cecelia"",""last_name"":""Roches"",""NPI"":""5445749053""},{""first_name"":""Jasun"",""last_name"":""Chalke"",""NPI"":""8333417124""},{""first_name"":""Padgett"",""last_name"":""Carlon"",""NPI"":""2290403172""}]",4/26/2019,Bhamdoun
Universidad Católica de Manizales,"[{""first_name"":""Britta"",""last_name"":""Matous"",""NPI"":""3408675813""}]","[{""first_name"":""Upton"",""last_name"":""Pietroni"",""NPI"":""1784679844""},{""first_name"":""Doris"",""last_name"":""Killeen"",""NPI"":""7068487122""},{""first_name"":""Gale"",""last_name"":""Hulance"",""NPI"":""9017679476""},{""first_name"":""Arte"",""last_name"":""Salterne"",""NPI"":""0221661883""}]",4/24/2019,San Pablo
Omdurman Islamic University,"[{""first_name"":""Bendick"",""last_name"":""Collymore"",""NPI"":""2835110631""}]","[{""first_name"":""Cornie"",""last_name"":""Passfield"",""NPI"":""6834840893""},{""first_name"":""Mack"",""last_name"":""Popeley"",""NPI"":""4151147268""},{""first_name"":""Evaleen"",""last_name"":""Stuehmeier"",""NPI"":8497158482}]",6/20/2019,Oke Iho
Manarat International University,"[{""first_name"":""Debbi"",""last_name"":""Lushey"",""NPI"":""8896992702""}]","[{""first_name"":""Fredrick"",""last_name"":""Hubbucke"",""NPI"":""3054037185""},{""first_name"":""Giselle"",""last_name"":""Raiman"",""NPI"":""0813028183""},{""first_name"":""Alaine"",""last_name"":""Le Houx"",""NPI"":""6586469686""},{""first_name"":""Rubie"",""last_name"":""Jopke"",""NPI"":""8609043460""}]",1/16/2019,Jarošov nad Nežárkou
Canadian Sudanese College,"[{""first_name"":""Dody"",""last_name"":""Tie"",""NPI"":""0363157883""}]","[{""first_name"":""Kiri"",""last_name"":""Tout"",""NPI"":""0605985987""},{""first_name"":""Dorotea"",""last_name"":""Jakubovski"",""NPI"":""7025549576""},{""first_name"":""Val"",""last_name"":""Sadat"",""NPI"":""5776107202""},{""first_name"":""Fanechka"",""last_name"":""MacAscaidh"",""NPI"":""1784464848""},{""first_name"":""Colly"",""last_name"":""Caulcutt"",""NPI"":""4958201440""}]",6/30/2019,Bilad
State University of New York at Stony Brook,"[{""first_name"":""Martita"",""last_name"":""Peasee"",""NPI"":""1067006788""}]","[{""first_name"":""Miguela"",""last_name"":""Tressler"",""NPI"":""5391262070""},{""first_name"":""Hesther"",""last_name"":""Macellar"",""NPI"":""3220671454""},{""first_name"":""Jeromy"",""last_name"":""Elwin"",""NPI"":""2026578567""},{""first_name"":""Leonhard"",""last_name"":""Elsmore"",""NPI"":""0330514881""},{""first_name"":""Berkie"",""last_name"":""Sealand"",""NPI"":""8930471994""}]",5/28/2019,Wujiashan
Ionian University Corfu,"[{""first_name"":""Clive"",""last_name"":""Broschke"",""NPI"":""0258695528""}]","[{""first_name"":""Urson"",""last_name"":""Dykas"",""NPI"":""6061763980""},{""first_name"":""Matthieu"",""last_name"":""Ofener"",""NPI"":""7469272615""},{""first_name"":""Harp"",""last_name"":""Valentinetti"",""NPI"":""8173170347""},{""first_name"":""Lettie"",""last_name"":""Trewhitt"",""NPI"":""1049760247""}]",4/18/2019,Ngaliyan
Louisiana State University and Agricultural and Mechanical College,"[{""first_name"":""Derril"",""last_name"":""Shortell"",""NPI"":""3929651106""}]","[{""first_name"":""Tatum"",""last_name"":""Iacoboni"",""NPI"":""6860245182""},{""first_name"":""Ricoriki"",""last_name"":""Redgate"",""NPI"":""2519993871""},{""first_name"":""Roger"",""last_name"":""Habron"",""NPI"":""8513742716""},{""first_name"":""Tatum"",""last_name"":""Iacoboni"",""NPI"":""6860245182""},{""first_name"":""Burg"",""last_name"":""Handrock"",""NPI"":""3921977835""}]",11/10/2018,Shuinan
Central Mindanao University,"[{""first_name"":""Grady"",""last_name"":""Bagster"",""NPI"":""5563497097""}]","[{""first_name"":""Audi"",""last_name"":""Birks"",""NPI"":""9044188240""},{""first_name"":""Audra"",""last_name"":""Brookz"",""NPI"":""4757153597""},{""first_name"":""Clarinda"",""last_name"":""Kellaway"",""NPI"":""4561212906""}]",12/20/2018,Maliq
Institut Teknologi Bandung,"[{""first_name"":""Marty"",""last_name"":""Rawkesby"",""NPI"":""3498470523""}]","[{""first_name"":""Arlyne"",""last_name"":""Domke"",""NPI"":""0014579480""},{""first_name"":""Kissiah"",""last_name"":""Scholl"",""NPI"":""8290378645""},{""first_name"":""Milzie"",""last_name"":""Vanacci"",""NPI"":""4701872040""}]",5/14/2019,Jiangdulu
Karpagam University,"[{""first_name"":""Cassey"",""last_name"":""Drysdale"",""NPI"":""2496698909""}]","[{""first_name"":""Maurine"",""last_name"":""Purveys"",""NPI"":""0062980343""},{""first_name"":""Ernest"",""last_name"":""Ambroz"",""NPI"":""0304207977""},{""first_name"":""Lianne"",""last_name"":""McDougal"",""NPI"":""5813207724""}]",12/18/2018,Fort Dauphin
Ferris State University,"[{""first_name"":""Angie"",""last_name"":""McNamara"",""NPI"":""9268921456""}]","[{""first_name"":""Clive"",""last_name"":""Broschke"",""NPI"":""0258695528""},{""first_name"":""Conan"",""last_name"":""Fewkes"",""NPI"":""0969075561""},{""first_name"":""Dov"",""last_name"":""Dissman"",""NPI"":""3542962775""},{""first_name"":""Fonzie"",""last_name"":""Robun"",""NPI"":""4966853508""},{""first_name"":""Cassey"",""last_name"":""Braganca"",""NPI"":""0950708682""}]",7/27/2019,Renchaoxi
Universidad del Norte,"[{""first_name"":""Darcey"",""last_name"":""Bugg"",""NPI"":""3809560022""}]","[{""first_name"":""Shermie"",""last_name"":""Bertlin"",""NPI"":""9749305817""},{""first_name"":""Padraic"",""last_name"":""Jaume"",""NPI"":""8187990236""},{""first_name"":""Berne"",""last_name"":""Vears"",""NPI"":""0268243751""},{""first_name"":""Cami"",""last_name"":""Nozzolii"",""NPI"":""7192349216""},{""first_name"":""Donielle"",""last_name"":""Crat"",""NPI"":""1366590058""}]",5/7/2019,Huajialing
Medizinische Universität Graz,"[{""first_name"":""Kippy"",""last_name"":""Sotham"",""NPI"":""1944885390""}]","[{""first_name"":""Dido"",""last_name"":""Pavolillo"",""NPI"":""3915637696""},{""first_name"":""Willa"",""last_name"":""Beart"",""NPI"":""1239424973""},{""first_name"":""Neils"",""last_name"":""Sturridge"",""NPI"":""5546574046""},{""first_name"":""Margarethe"",""last_name"":""Arntzen"",""NPI"":""2999378874""}]",8/20/2019,Troyits’ke
Mahatma Jyotiba Phule Rohilkhand University Bareilly ,"[{""first_name"":""Kaylyn"",""last_name"":""Boom"",""NPI"":""1039656927""}]","[{""first_name"":""Karoly"",""last_name"":""McLorinan"",""NPI"":""5518415508""},{""first_name"":""Kelcie"",""last_name"":""Roskruge"",""NPI"":""7389956135""},{""first_name"":""Horatia"",""last_name"":""Westman"",""NPI"":""9869563791""},{""first_name"":""Lynelle"",""last_name"":""Tatam"",""NPI"":""8930406912""},{""first_name"":""Caritta"",""last_name"":""Leroy"",""NPI"":""8372755299""}]",11/7/2018,Fengle
State University of New York (SUNY),"[{""first_name"":""Chrissie"",""last_name"":""Higford"",""NPI"":""4070783660""}]","[{""first_name"":""Lind"",""last_name"":""Bracher"",""NPI"":""5984020769""},{""first_name"":""Claudianus"",""last_name"":""Egle"",""NPI"":""5188682893""},{""first_name"":""Sigismondo"",""last_name"":""Ekell"",""NPI"":""7968486696""},{""first_name"":""Briano"",""last_name"":""Barthelet"",""NPI"":""9985719786""},{""first_name"":""Dougie"",""last_name"":""Crockatt"",""NPI"":""6578973567""}]",12/26/2018,Kosikha
Ivano-Frankivsk National University of Oli and Gas,"[{""first_name"":""Shep"",""last_name"":""Hainning"",""NPI"":""3935642784""}]","[{""first_name"":""Hertha"",""last_name"":""Hammerberger"",""NPI"":""0951779311""},{""first_name"":""Myrlene"",""last_name"":""Gurery"",""NPI"":""2313047911""},{""first_name"":""Donetta"",""last_name"":""Abraham"",""NPI"":""3789463159""},{""first_name"":""Orton"",""last_name"":""Alvin"",""NPI"":2261946848},{""first_name"":""Gussy"",""last_name"":""Siss"",""NPI"":""1565913612""}]",2/17/2019,El Real
Lakeview College of Nursing,"[{""first_name"":""Bone"",""last_name"":""Perigo"",""NPI"":""8298837126""}]","[{""first_name"":""Ev"",""last_name"":""Haverson"",""NPI"":""1314186108""},{""first_name"":""Corey"",""last_name"":""Bydaway"",""NPI"":""6870320748""},{""first_name"":""Manya"",""last_name"":""Banfield"",""NPI"":1334014582},{""first_name"":""Sileas"",""last_name"":""Storks"",""NPI"":""6808451869""}]",9/3/2019,Chinoz
Okayama Prefectural University,"[{""first_name"":""Cherianne"",""last_name"":""Bransdon"",""NPI"":""1617175102""}]","[{""first_name"":""Carolann"",""last_name"":""Laurence"",""NPI"":""1141858053""},{""first_name"":""Alberto"",""last_name"":""Arnely"",""NPI"":""4374094385""},{""first_name"":""Val"",""last_name"":""Sadat"",""NPI"":""5776107202""},{""first_name"":""Lilith"",""last_name"":""Blackney"",""NPI"":""5691009958""},{""first_name"":""Vanna"",""last_name"":""Tisor"",""NPI"":""2047782147""}]",9/15/2019,Zainsk
Universidad Pedagógica Nacional,"[{""first_name"":""Brade"",""last_name"":""MacMeekan"",""NPI"":""7008052871""}]","[{""first_name"":""Oberon"",""last_name"":""Piet"",""NPI"":""7832317000""},{""first_name"":""Brett"",""last_name"":""Vaugham"",""NPI"":""8904255325""},{""first_name"":""Jonell"",""last_name"":""Ingarfield"",""NPI"":""0205319262""}]",6/4/2019,Berón de Astrada
Universitas 17 Agustus 1945 Cirebon,"[{""first_name"":""Garek"",""last_name"":""Andriveaux"",""NPI"":""6538300227""}]","[{""first_name"":""Donnie"",""last_name"":""Killimister"",""NPI"":""1968499628""},{""first_name"":""Dorise"",""last_name"":""Dabourne"",""NPI"":""0134892658""},{""first_name"":""Ilyse"",""last_name"":""Portress"",""NPI"":""2305031602""},{""first_name"":""Mireielle"",""last_name"":""Vahl"",""NPI"":""9293736535""},{""first_name"":""Gates"",""last_name"":""Van der Beken"",""NPI"":""4320089642""}]",8/28/2019,Umm Kaddadah
Nairobi Institute of Business Studies ,"[{""first_name"":""Alphonso"",""last_name"":""Skellion"",""NPI"":""0722291973""}]","[{""first_name"":""Kip"",""last_name"":""Hoyes"",""NPI"":""8512341653""},{""first_name"":""Tab"",""last_name"":""Thowless"",""NPI"":""0784719691""},{""first_name"":""Tris"",""last_name"":""Paulsson"",""NPI"":""0325902275""},{""first_name"":""Harriot"",""last_name"":""Kynston"",""NPI"":""0047361956""},{""first_name"":""Christie"",""last_name"":""McCluskey"",""NPI"":""8728427270""}]",3/11/2019,Fruitvale
Yanbu Technical Institute,"[{""first_name"":""Ev"",""last_name"":""Haverson"",""NPI"":""1314186108""}]","[{""first_name"":""Malorie"",""last_name"":""Wynrehame"",""NPI"":""3506219146""},{""first_name"":""Lou"",""last_name"":""Treagus"",""NPI"":""1867394928""},{""first_name"":""Bobbie"",""last_name"":""Resdale"",""NPI"":""2495975089""},{""first_name"":""Alaine"",""last_name"":""Le Houx"",""NPI"":""6586469686""},{""first_name"":""Reggie"",""last_name"":""Deering"",""NPI"":""2163964876""}]",5/3/2019,Shifo
Qinghai Normal University,"[{""first_name"":""Edee"",""last_name"":""Guido"",""NPI"":""3805953550""}]","[{""first_name"":""Harland"",""last_name"":""Atwel"",""NPI"":""8384460841""},{""first_name"":""Loralee"",""last_name"":""Rottery"",""NPI"":""9300978942""},{""first_name"":""Carlotta"",""last_name"":""Blazy"",""NPI"":""8349541881""},{""first_name"":""Ingamar"",""last_name"":""Johnson"",""NPI"":""2947368231""},{""first_name"":""Keriann"",""last_name"":""Bertin"",""NPI"":""0517813653""}]",2/7/2019,Mochudi
University of Portharcourt,"[{""first_name"":""Lodovico"",""last_name"":""Beardon"",""NPI"":""6754683945""}]","[{""first_name"":""Jobye"",""last_name"":""Nathan"",""NPI"":""1242997695""},{""first_name"":""Julian"",""last_name"":""Woolaston"",""NPI"":""4138512330""},{""first_name"":""Vaughan"",""last_name"":""Aldwich"",""NPI"":""7440411498""},{""first_name"":""Devin"",""last_name"":""Bloss"",""NPI"":""1412701643""}]",3/22/2019,Oltintopkan
"Maharaja Ganga Singh University, Bikaner","[{""first_name"":""Jasun"",""last_name"":""Chalke"",""NPI"":""8333417124""}]","[{""first_name"":""Ellette"",""last_name"":""Pass"",""NPI"":""2693293162""},{""first_name"":""Tabby"",""last_name"":""Riceards"",""NPI"":""4273602318""},{""first_name"":""Dell"",""last_name"":""Jertz"",""NPI"":""6765949437""}]",5/29/2019,Nurmo
Universidad del Norte,"[{""first_name"":""Dale"",""last_name"":""Collibear"",""NPI"":""1687900337""}]","[{""first_name"":""Lea"",""last_name"":""Coulman"",""NPI"":""0647118076""},{""first_name"":""Fonzie"",""last_name"":""Robun"",""NPI"":""4966853508""},{""first_name"":""Pierre"",""last_name"":""Trineman"",""NPI"":""6683286191""},{""first_name"":""Bobbie"",""last_name"":""Dybald"",""NPI"":""8209242768""},{""first_name"":""Vilma"",""last_name"":""Kelmere"",""NPI"":""6434187122""}]",6/30/2019,Huquan
Universitas Persada Indonesia Y.A.I,"[{""first_name"":""Raynell"",""last_name"":""Morin"",""NPI"":""9106007465""}]","[{""first_name"":""Mort"",""last_name"":""Stannett"",""NPI"":""6098052913""},{""first_name"":""Mildrid"",""last_name"":""Tapp"",""NPI"":""1670762823""},{""first_name"":""Harriot"",""last_name"":""Kynston"",""NPI"":""0047361956""}]",12/9/2018,Yunping
Taegu University,"[{""first_name"":""Wynnie"",""last_name"":""Kirckman"",""NPI"":""6770935260""}]","[{""first_name"":""Juli"",""last_name"":""Swyer-Sexey"",""NPI"":""9817604209""},{""first_name"":""Carry"",""last_name"":""Rousby"",""NPI"":""3910038816""},{""first_name"":""Evaleen"",""last_name"":""Stuehmeier"",""NPI"":8497158482},{""first_name"":""Trixi"",""last_name"":""Kearsley"",""NPI"":""2067408038""},{""first_name"":""Armin"",""last_name"":""Gronno"",""NPI"":""4851637896""}]",6/11/2019,Cincinnati
Kardan University,"[{""first_name"":""Malorie"",""last_name"":""Wynrehame"",""NPI"":""3506219146""}]","[{""first_name"":""Massimo"",""last_name"":""Durban"",""NPI"":""9024129249""},{""first_name"":""Carlota"",""last_name"":""Edgerton"",""NPI"":""0984322248""},{""first_name"":""Gusty"",""last_name"":""Tippin"",""NPI"":""2061416837""},{""first_name"":""Pinchas"",""last_name"":""Feronet"",""NPI"":""4229336837""},{""first_name"":""Terencio"",""last_name"":""Astell"",""NPI"":""6851194791""}]",9/25/2019,Shangshuai
Instituto Tecnológico de San Luis Potosí,"[{""first_name"":""Gabriela"",""last_name"":""Killiner"",""NPI"":""7954677850""}]","[{""first_name"":""Lorin"",""last_name"":""Greeson"",""NPI"":""6273581444""},{""first_name"":""Ellary"",""last_name"":""Ricketts"",""NPI"":""9016129278""},{""first_name"":""Noach"",""last_name"":""Bjorkan"",""NPI"":""0797749489""},{""first_name"":""Darwin"",""last_name"":""Robison"",""NPI"":""6267007324""}]",3/9/2019,Luowan
University of Abertay Dundee,"[{""first_name"":""De"",""last_name"":""Levicount"",""NPI"":""6395063200""}]","[{""first_name"":""Cornie"",""last_name"":""Passfield"",""NPI"":""6834840893""},{""first_name"":""Jeri"",""last_name"":""Escolme"",""NPI"":""0018777015""},{""first_name"":""Elroy"",""last_name"":""Ardley"",""NPI"":""9943583762""}]",9/4/2019,Butubut Norte
Lawrence University,"[{""first_name"":""Adora"",""last_name"":""Gounin"",""NPI"":""0316282510""}]","[{""first_name"":""Town"",""last_name"":""Tampin"",""NPI"":""4829588411""},{""first_name"":""Kerr"",""last_name"":""Nisby"",""NPI"":""0355213559""},{""first_name"":""Janeczka"",""last_name"":""Tiller"",""NPI"":""4676038909""},{""first_name"":""Teresita"",""last_name"":""Jewkes"",""NPI"":""8589162788""}]",10/5/2019,Quinta da Courela
Université Notre Dame d'Haïti,"[{""first_name"":""Vaughan"",""last_name"":""Alliberton"",""NPI"":""8740215644""}]","[{""first_name"":""Mair"",""last_name"":""Millmoe"",""NPI"":""1087967872""},{""first_name"":""Luther"",""last_name"":""Stather"",""NPI"":""8225902939""},{""first_name"":""Denyse"",""last_name"":""Cozzi"",""NPI"":""9238363994""},{""first_name"":""Elliott"",""last_name"":""Dmitr"",""NPI"":""4703209128""},{""first_name"":""Aileen"",""last_name"":""Fisk"",""NPI"":""5364249271""}]",6/28/2019,Tijucas
Mahachulalongkorn Buddhist University,"[{""first_name"":""Liv"",""last_name"":""Gilmore"",""NPI"":""0268708940""}]","[{""first_name"":""Haroun"",""last_name"":""Fligg"",""NPI"":""5909220837""},{""first_name"":""Valencia"",""last_name"":""Winchcum"",""NPI"":""3037443618""},{""first_name"":""Bartholomew"",""last_name"":""Twelvetree"",""NPI"":""8653009183""},{""first_name"":""Kris"",""last_name"":""Kestle"",""NPI"":""0244857490""}]",4/20/2019,Motge
Université d'Oran Es-Senia,"[{""first_name"":""Edik"",""last_name"":""Cuskery"",""NPI"":""0322191971""}]","[{""first_name"":""Anselma"",""last_name"":""Stronach"",""NPI"":""1053627920""},{""first_name"":""Rhoda"",""last_name"":""Barthelmes"",""NPI"":""5334498184""},{""first_name"":""Harcourt"",""last_name"":""Mulvin"",""NPI"":""8662872735""},{""first_name"":""Tamma"",""last_name"":""Refford"",""NPI"":""0781825741""},{""first_name"":""Roxanna"",""last_name"":""Braniff"",""NPI"":""2653744104""}]",9/17/2019,Kedungbulu
University of Ontario Institute of Technology,"[{""first_name"":""Pollyanna"",""last_name"":""Rathborne"",""NPI"":9392991037}]","[{""first_name"":""Darcey"",""last_name"":""Bugg"",""NPI"":""3809560022""},{""first_name"":""Kippie"",""last_name"":""Auger"",""NPI"":""6923485118""},{""first_name"":""Claiborn"",""last_name"":""Swin"",""NPI"":""9899200263""},{""first_name"":""Michell"",""last_name"":""Crutchley"",""NPI"":""4445162957""},{""first_name"":""Garik"",""last_name"":""Kershow"",""NPI"":""8392610849""}]",2/17/2019,Jugezhuang
"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung","[{""first_name"":""Moore"",""last_name"":""Marron"",""NPI"":""0483466867""}]","[{""first_name"":""Sheffie"",""last_name"":""Marr"",""NPI"":""9655010953""},{""first_name"":""Judie"",""last_name"":""Corragan"",""NPI"":""8718212743""},{""first_name"":""Ferdinand"",""last_name"":""Knibley"",""NPI"":""3898357457""}]",7/27/2019,Songnim
Sichuan University,"[{""first_name"":""Shayne"",""last_name"":""Merrydew"",""NPI"":""9041868070""}]","[{""first_name"":""Gratia"",""last_name"":""Houlden"",""NPI"":""1842183648""},{""first_name"":""Lucine"",""last_name"":""Measom"",""NPI"":""8082389370""},{""first_name"":""Colly"",""last_name"":""Caulcutt"",""NPI"":""4958201440""},{""first_name"":""Manya"",""last_name"":""Banfield"",""NPI"":1334014582}]",5/12/2019,Santiago del Estero
Missouri Valley College,"[{""first_name"":""Avivah"",""last_name"":""Gligoraci"",""NPI"":""6297715769""}]","[{""first_name"":""Noak"",""last_name"":""Siddle"",""NPI"":""2162685434""},{""first_name"":""Nicolas"",""last_name"":""MacPaike"",""NPI"":""2267057123""},{""first_name"":""Ernest"",""last_name"":""Ambroz"",""NPI"":""0304207977""},{""first_name"":""Jocko"",""last_name"":""Burnhard"",""NPI"":""6123749420""}]",3/10/2019,Saint-Quentin
"University of Roma ""Tor Vergata""","[{""first_name"":""Armin"",""last_name"":""Gronno"",""NPI"":""4851637896""}]","[{""first_name"":""Becca"",""last_name"":""Ambroix"",""NPI"":""8212350312""},{""first_name"":""Nelly"",""last_name"":""Zipsell"",""NPI"":""5725541533""},{""first_name"":""Marti"",""last_name"":""Rogeron"",""NPI"":""1270474286""}]",7/3/2019,Luis Donaldo Colosio
Wells College,"[{""first_name"":""Berne"",""last_name"":""Vears"",""NPI"":""0268243751""}]","[{""first_name"":""Rowland"",""last_name"":""Poyner"",""NPI"":""9768233729""},{""first_name"":""Dougie"",""last_name"":""Crockatt"",""NPI"":""6578973567""},{""first_name"":""Brok"",""last_name"":""Cupitt"",""NPI"":""3482086494""}]",12/1/2018,Lundazi
Pontificia Universidad Javeriana,"[{""first_name"":""Alden"",""last_name"":""Broy"",""NPI"":""9159223766""}]","[{""first_name"":""Myrtice"",""last_name"":""Clues"",""NPI"":""0482292237""},{""first_name"":""Hakim"",""last_name"":""Malkin"",""NPI"":""6922899598""},{""first_name"":""Dorree"",""last_name"":""Hardwidge"",""NPI"":""2503804012""},{""first_name"":""Kaylyn"",""last_name"":""Boom"",""NPI"":""1039656927""},{""first_name"":""Olav"",""last_name"":""Larmour"",""NPI"":""7621291974""}]",5/10/2019,Guoyuan
Piedmont College,"[{""first_name"":""Daniella"",""last_name"":""Martynikhin"",""NPI"":""2332419470""}]","[{""first_name"":""Gipsy"",""last_name"":""Jeannon"",""NPI"":""3363262787""},{""first_name"":""Genia"",""last_name"":""Tabary"",""NPI"":""2439798762""},{""first_name"":""Lea"",""last_name"":""Coulman"",""NPI"":""0647118076""},{""first_name"":""Clare"",""last_name"":""Gurrado"",""NPI"":""7823301016""}]",5/30/2019,Calzada Larga
"Institute of Teachers Education, Raja Melewar","[{""first_name"":""Julieta"",""last_name"":""Leere"",""NPI"":""6736083516""}]","[{""first_name"":""Virgina"",""last_name"":""Chupin"",""NPI"":""4684494373""},{""first_name"":""Archy"",""last_name"":""Westrope"",""NPI"":""4868118390""},{""first_name"":""Bay"",""last_name"":""Seally"",""NPI"":""0825755212""},{""first_name"":""Giulietta"",""last_name"":""Barker"",""NPI"":""2615817787""}]",9/25/2019,Sannikovo
Hartwick College,"[{""first_name"":""Wallis"",""last_name"":""Hoggins"",""NPI"":""8047416294""}]","[{""first_name"":""Loralee"",""last_name"":""Rottery"",""NPI"":""9300978942""},{""first_name"":""Galvan"",""last_name"":""Waterworth"",""NPI"":""8378720772""},{""first_name"":""Bartolomeo"",""last_name"":""Bockett"",""NPI"":""5709621072""}]",5/26/2019,Cafe
Université de Reims Champagne-Ardenne,"[{""first_name"":""Hedy"",""last_name"":""Jeffcock"",""NPI"":""2815783886""}]","[{""first_name"":""Matthias"",""last_name"":""Priscott"",""NPI"":""6966367605""},{""first_name"":""Devlen"",""last_name"":""Ordidge"",""NPI"":""8050037738""},{""first_name"":""Bertie"",""last_name"":""Clout"",""NPI"":""8274332342""},{""first_name"":""Adara"",""last_name"":""Brockton"",""NPI"":""5703531667""},{""first_name"":""Kelsey"",""last_name"":""Darco"",""NPI"":""2255021978""}]",9/26/2019,Chipoka
Western Kazakhstan Agricultural University,"[{""first_name"":""Arlee"",""last_name"":""Dugget"",""NPI"":""0881811386""}]","[{""first_name"":""Eldin"",""last_name"":""McLae"",""NPI"":""7496386340""},{""first_name"":""Cornelius"",""last_name"":""Bennetts"",""NPI"":""6822264043""},{""first_name"":""Jacqui"",""last_name"":""Garling"",""NPI"":""7854121877""}]",2/21/2019,Yongchang
